X1,X2,X3,X4,X5,X6,X7,class
0.899729524739087,0.482361179543659,0.19606184726581,0.748904407024384,0.640882501611486,0.934929182054475,0.306193191092461,1
0.612843240844086,0.8068449604325,0.0961257987655699,0.198593728709966,0.722043752670288,0.323186414316297,0.602905735606328,1
0.655493433121592,0.156152101000771,0.431551112327725,0.439263850217685,0.0942537793889642,0.706724191550165,0.137207263614982,0
0.781624939991161,0.351655028294772,0.316303234547377,0.720044140005484,0.707261319505051,0.95708885951899,0.308291660854593,1
0.487648943671957,0.325013779336587,0.753206676337868,0.375456908717752,0.0494794826954603,0.782110505271703,0.851871267426759,0
0.198190840892494,0.227041788864881,0.479221190093085,0.322110874578357,0.763253334444016,0.993962320499122,0.430927814915776,0
0.0132211919408292,0.114475055364892,0.957591572310776,0.566395417787135,0.623308638576418,0.523055503377691,0.650947829009965,0
0.734411330427974,0.752554503967986,0.480171252274886,0.138164390577003,0.0709826131351292,0.182596063707024,0.866605149582028,1
0.110141913872212,0.655966898193583,0.30844881827943,0.0213551393244416,0.783404768910259,0.916072598891333,0.490990054793656,0
0.959673418896273,0.542465554783121,0.693063491024077,0.480766149470583,0.81091982871294,0.797975260997191,0.256880840752274,1
0.660289175575599,0.826737035065889,0.670201499946415,0.601926961680874,0.72453349060379,0.605813547503203,0.588082769419998,1
0.748254963662475,0.558589052874595,0.421131083276123,0.373679022537544,0.64189984742552,0.620496645569801,0.284876009216532,1
0.359174565644935,0.999863459262997,0.327387170633301,0.399617788381875,0.196149063529447,0.536779401591048,0.901972802588716,1
0.176126699196175,0.0329712047241628,0.841733800480142,0.887056117877364,0.201893201796338,0.394750243518502,0.17473999899812,0
0.437542198225856,0.620587071869522,0.663987004896626,0.0214827535673976,0.131049380870536,0.592858448624611,0.0745838296134025,0
0.224378655897453,0.737378113903105,0.0173494992777705,0.591937742428854,0.88248904957436,0.00909249694086611,0.976977809099481,0
0.710887209977955,0.880779490340501,0.925950410310179,0.570033087860793,0.029124672524631,0.66873190109618,0.700543537503108,1
0.998751056613401,0.911262489156798,0.00581647059880197,0.515782415866852,0.591276781167835,0.766351559897885,0.861274810973555,1
0.960609719855711,0.38279984309338,0.876233554445207,0.951460285112262,0.498941950732842,0.147493624594063,0.105157866608351,1
0.332168674794957,0.472178465919569,0.309041247237474,0.788811595411971,0.165322463726625,0.468320977408439,0.686194502748549,1
0.0282520765904337,0.297953611938283,0.253751795971766,0.523702484788373,0.99826372298412,0.932636694982648,0.915654056239873,0
0.530260157072917,0.859611756866798,0.160547792678699,0.431047111283988,0.9726031802129,0.332995462231338,0.338327497011051,1
0.260492219589651,0.540331788593903,0.107359264511615,0.484728543786332,0.478540409356356,0.826931717805564,0.663858516374603,1
0.58842825749889,0.818462958559394,0.196981137618423,0.297905803890899,0.762430230388418,0.688636615639552,0.966527428478003,1
0.447039629099891,0.910177063662559,0.795746771385893,0.91990178800188,0.944346660282463,0.997896065935493,0.978918790118769,1
0.923703921260312,0.816523539600894,0.0994252299424261,0.755413422361016,0.486584451049566,0.60385136352852,0.993644358823076,1
0.714161876123399,0.446126565570012,0.563945912290365,0.160547960316762,0.138107397826388,0.804638711735606,0.321452633477747,1
0.424331603571773,0.835935265058652,0.260017229011282,0.320454872678965,0.158678179141134,0.47641626582481,0.803894608281553,1
0.752632672898471,0.748943127924576,0.108980480348691,0.898297297535464,0.0575010562315583,0.269459467381239,0.932805693941191,1
0.381956602213904,0.0682992786169052,0.90870370529592,0.0644347604829818,0.656322586350143,0.723712380044162,0.28953640954569,0
0.47445739316754,0.0369057455100119,0.328269519843161,0.769618979422376,0.00791482022032142,0.625952541828156,0.126956817926839,0
0.674529788084328,0.592336924979463,0.711758268065751,0.760881543392316,0.541789002483711,0.144131225533783,0.375856013502926,1
0.342241605743766,0.532063555205241,0.500042296014726,0.802636451320723,0.16227367380634,0.792550733778626,0.14111878699623,1
0.125383907929063,0.253757920349017,0.940104735083878,0.421556807821617,0.77501462912187,0.194542352342978,0.472207634244114,0
0.792136813048273,0.476709238486364,0.184772677253932,0.239189860643819,0.400883485097438,0.785479374229908,0.458102686097845,0
0.0783975780941546,0.0404609409160912,0.323451151605695,0.755491845309734,0.0450156005099416,0.923174172407016,0.457536072935909,0
0.068292502546683,0.523920817300677,0.610946891829371,0.93521846528165,0.68694415432401,0.872159781400114,0.642343023093417,1
0.639469825197011,0.261605151230469,0.90157619654201,0.197876819176599,0.263577344594523,0.696720823878422,0.650323291774839,1
0.677430045325309,0.652040252229199,0.527329451637343,0.62085323408246,0.300493193557486,0.439929662272334,0.976981278741732,1
0.14642827026546,0.260250953026116,0.887472461210564,0.543140358058736,0.237607023445889,0.619190223049372,0.312086958438158,0
0.785535226110369,0.177117969840765,0.454468973912299,0.101816672133282,0.000120655866339803,0.461921581998467,0.437914869049564,0
0.492609065724537,0.981680901022628,0.932188637088984,0.643354443367571,0.587044248357415,0.986893599620089,0.0215092189610004,1
0.572280898224562,0.546568950172514,0.215612549334764,0.754332973156124,0.658776498865336,0.690532356733456,0.832327749580145,1
0.85104761319235,0.872297380352393,0.653775289421901,0.944820530014113,0.445164729608223,0.40000681229867,0.0731267300434411,1
0.114785871468484,0.960355026647449,0.255878418684006,0.866865219082683,0.80422448203899,0.19961941242218,0.780739822657779,1
0.0465287743136287,0.360099533572793,0.63733844133094,0.623509340221062,0.315209792228416,0.56452602497302,0.887991253519431,1
0.780491379555315,0.565426904708147,0.893476943718269,0.013055456103757,0.066122158896178,0.0536940053571016,0.292230472201481,1
0.341096192831174,0.687738198088482,0.449313761666417,0.939494735794142,0.779278555186465,0.277810890227556,0.546431097202003,1
0.256299218395725,0.582967506255955,0.257749535609037,0.349736964097247,0.978535151109099,0.0348350002896041,0.712242203764617,0
0.115898978663608,0.178157206624746,0.512430659495294,0.572063666535541,0.842916551278904,0.602236897218972,0.692398381885141,0
0.0714133388828486,0.527885041665286,0.518634027568623,0.653425114229321,0.435885393293574,0.711999797029421,0.737779674818739,1
0.684387413552031,0.0282599737402052,0.513069262495264,0.710503617301583,0.835607549641281,0.0234369155950844,0.0289857715833932,0
0.226046127732843,0.245475998381153,0.643893802538514,0.0558448801748455,0.0517289377748966,0.26919708144851,0.864630708470941,0
0.0706880488432944,0.757993698818609,0.645729736657813,0.367008611792699,0.629840635228902,0.236211201176047,0.798655629623681,1
0.0379020404070616,0.54935643542558,0.435261575505137,0.745031148428097,0.682884469861165,0.446820315439254,0.678019397659227,1
0.966911087045446,0.698139909654856,0.0478655484039336,0.506173798348755,0.833188282093033,0.123878984712064,0.286424638237804,1
0.293689168989658,0.125947901280597,0.928870393661782,0.290173517307267,0.988443918991834,0.936963473213837,0.808013594709337,0
0.21347782202065,0.114016148028895,0.506329977419227,0.443828173680231,0.481863484950736,0.266716049285606,0.418044688180089,0
0.924914178904146,0.0611279506701976,0.130988427903503,0.233433319721371,0.343575714854524,0.0131786882411689,0.0882390537299216,0
0.89399151946418,0.333610649453476,0.370551067404449,0.492604058701545,0.912094467086717,0.568392345914617,0.27193328528665,0
0.374187414767221,0.537167157977819,0.820650022709742,0.649220370920375,0.919642124092206,0.658223470672965,0.834106108639389,1
0.247611920814961,0.465626492165029,0.334189284592867,0.402350739808753,0.88937167590484,0.346234456403181,0.464320429833606,1
0.422959145624191,0.590488560032099,0.594162254361436,0.0905600776895881,0.0658544113393873,0.560563171748072,0.296305446187034,1
0.621844779700041,0.428737231297418,0.309238735586405,0.649208396207541,0.453843033406883,0.0323652452789247,0.170066028367728,1
0.131660763407126,0.0109916639048606,0.872955437283963,0.632015708833933,0.591088452143595,0.805273619713262,0.290132927242666,0
0.661742560798302,0.113112227525562,0.492189337266609,0.235648334724829,0.345794319175184,0.102820010390133,0.221077988389879,0
